pet_id,customer_id,wet_food_order_number,pet_has_active_subscription,pet_food_tier,pet_allergen_list,pet_fav_flavour_list,pet_health_issue_list,neutered,gender,pet_breed_size,signup_promo,ate_wet_food_pre_tails,dry_food_brand_pre_tails,pet_life_stage_at_order,total_order_kcal,total_web_sessions,total_web_sessions_since_last_order,total_minutes_on_website,avg_minutes_per_session,total_engagement,user_cluster
8.43452e+16,1.80742e+19,0,1,1,1,0,1,0,1,3,1,0,1,1,39880.261,4,2,66,13.2,6,0
8.48448e+16,1.1474e+19,1,0,1,1,0,1,1,1,3,1,1,1,1,180091.48,199,50,12881,64.405,249,1
8.73687e+16,1.02791e+19,0,1,1,1,0,1,1,1,3,1,0,1,1,84662.96,7,2,70,8.75,9,0
8.78893e+16,8.62905e+17,0,1,1,1,0,1,1,1,3,1,0,1,1,9388.69,1,0,19,9.5,1,0
8.81199e+16,1.04839e+19,0,0,1,1,0,1,0,1,3,1,0,1,1,13936.975,2,0,24,8.0,2,0
8.83369e+16,8.69332e+17,0,1,1,1,0,1,0,1,3,1,0,1,1,25250.676,4,2,13,2.6,6,0
8.85538e+16,1.18959e+19,0,1,1,0,0,1,1,1,1,1,0,0,1,48897.82,6,2,60,8.571428571428571,8,0
8.90791e+16,1.38563e+19,0,0,1,0,0,1,0,1,1,1,0,0,1,219999.513,68,15,2692,39.01449275362319,83,1
8.93751e+16,6.47326e+18,1,1,1,0,0,1,1,1,1,1,0,0,1,112542.318,23,7,176,7.333333333333333,30,1
9.46811e+16,8.55733e+18,0,1,1,0,0,1,1,1,1,1,0,0,1,223485.046,51,15,242,4.653846153846154,66,1
9.5156e+16,1.95892e+18,1,0,1,0,0,1,0,1,1,1,0,0,1,56766.683,15,3,114,7.125,18,0
9.77366e+16,4.78052e+18,0,0,1,0,0,1,0,1,1,1,0,0,1,44483.305,2,1,27,9.0,3,0
9.86733e+16,5.8146e+17,0,0,1,1,1,1,0,1,3,1,0,1,1,43098.903,43,9,4879,110.88636363636364,52,0
1.03635e+17,1.36116e+19,0,1,1,1,1,1,0,1,3,1,0,1,1,65521.152,2,0,42,14.0,2,0
1.05351e+17,1.39598e+19,0,1,1,1,1,1,0,1,3,1,0,1,1,234472.8455,49,10,2590,51.8,59,1
1.05886e+17,8.8866e+18,0,1,0,1,1,1,1,1,1,1,1,1,1,157474.147,35,13,2582,71.72222222222223,48,1
1.0647e+17,1.32066e+19,0,1,0,1,1,1,1,1,1,1,0,1,1,35471.883,1,0,373,186.5,1,0
1.07206e+17,1.96406e+18,0,1,1,0,1,0,0,1,1,1,0,0,1,22671.858,35,16,2081,57.80555555555556,51,0
1.08563e+17,2.58336e+18,0,1,1,0,1,0,0,1,1,1,0,0,1,76038.923,2,0,22,7.333333333333333,2,0
1.11269e+17,2.60068e+17,0,1,1,0,1,0,0,1,1,1,0,0,1,32365.894,11,4,594,49.5,15,0
1.14415e+17,7.23412e+18,0,1,1,0,1,0,0,1,1,1,0,0,1,78041.3995,21,9,112,5.090909090909091,30,0
1.15955e+17,3.37856e+18,1,1,1,0,1,0,0,1,1,1,1,0,1,41544.097,3,1,35,8.75,4,0
1.16098e+17,3.14738e+18,0,0,1,0,0,0,1,1,1,1,0,1,1,36449.363,4,2,272,54.4,6,0
1.1627e+17,9.9213e+18,1,0,1,0,0,0,0,1,1,1,1,1,1,37994.53,61,19,3158,50.935483870967744,80,0
1.1767e+17,4.11425e+18,0,0,1,0,0,0,0,1,1,1,0,1,1,43689.4595,1,0,21,10.5,1,0
1.1801e+17,1.62161e+19,0,0,1,0,0,0,0,1,1,1,0,1,1,305736.0265,20,8,33,1.5714285714285714,28,2
1.18673e+17,1.50787e+19,0,1,1,0,0,0,0,1,1,1,0,1,1,16544.949,1,0,13,6.5,1,0
1.2064e+17,2.95398e+18,0,1,1,0,0,0,0,1,1,1,1,1,1,8719.727,2,0,20,6.666666666666667,2,0
1.23062e+17,1.00863e+19,0,0,1,0,0,0,0,1,1,1,0,1,1,154655.989,7,2,90,11.25,9,1
1.24717e+17,5.87826e+18,0,0,1,0,0,0,0,1,1,1,0,1,1,22680.5965,7,4,308,38.5,11,0
1.273e+17,9.50642e+18,0,0,1,0,0,0,1,1,1,1,1,1,1,7418.37,6,3,29,4.142857142857143,9,0
1.27474e+17,5.1475e+17,1,1,1,0,0,0,1,1,1,1,1,1,1,145989.155,73,20,5018,67.8108108108108,93,1
1.29373e+17,1.38907e+18,0,0,1,0,0,0,0,1,1,1,1,1,1,3099.815,1,0,14,7.0,1,0
1.30501e+17,1.13141e+19,1,1,1,0,0,0,0,1,1,1,1,1,1,22397.5595,1,0,15,7.5,1,0
1.30992e+17,6.10277e+18,0,1,0,1,0,1,0,2,1,1,0,1,2,21574.758,1,0,9,4.5,1,0
1.33869e+17,3.65494e+18,0,1,0,1,0,1,0,2,1,1,0,1,2,45637.53,7,5,3,0.375,12,0
1.33994e+17,1.49966e+19,0,1,0,1,0,1,0,2,1,1,1,1,2,68801.147,4,2,72,14.4,6,0
1.34718e+17,1.32579e+18,0,1,0,1,0,1,1,2,1,1,1,1,2,30386.925,7,5,252,31.5,12,0
1.34736e+17,1.63577e+19,0,0,0,1,0,1,0,2,1,1,0,1,2,23284.45,3,3,4,1.0,6,0
1.39174e+17,1.35241e+19,1,1,0,1,0,1,0,2,1,1,1,1,2,50707.192,17,8,98,5.444444444444445,25,0
1.39356e+17,1.09525e+19,1,0,0,1,0,1,1,2,1,1,0,1,2,134563.5595,19,7,99,4.95,26,1
1.39953e+17,4.22172e+18,0,0,1,0,1,0,0,1,2,1,1,1,1,31133.856,2,0,12,4.0,2,0
1.40512e+17,6.01013e+18,1,1,1,0,1,0,1,1,2,1,1,1,1,114953.94,80,14,804,9.925925925925926,94,1
1.43211e+17,1.82944e+19,0,1,1,0,1,0,0,1,2,1,0,1,1,10417.785,1,0,9,4.5,1,0
1.43823e+17,1.6062e+18,0,1,1,0,1,0,0,1,2,1,0,1,1,87066.294,262,42,44870,170.60836501901142,304,0
1.44509e+17,1.2212e+19,1,1,1,0,1,0,0,1,2,1,1,1,1,73366.917,2,0,24,8.0,2,0
1.47127e+17,4.93757e+18,0,1,1,0,1,0,1,1,2,1,0,1,1,93059.248,20,12,576,27.428571428571427,32,0
1.47774e+17,5.63989e+18,0,1,1,0,1,0,0,1,2,1,0,1,1,46763.865,103,28,1348,12.961538461538462,131,0
1.50794e+17,5.19854e+18,1,1,1,0,1,0,0,1,2,1,1,1,1,250444.7105,188,45,3837,20.3015873015873,233,1
1.51196e+17,3.50565e+18,0,1,1,0,1,0,1,1,2,1,0,1,1,44292.407,35,16,11246,312.3888888888889,51,0
1.52425e+17,1.22693e+19,0,0,1,0,1,0,1,1,2,1,0,1,1,158666.945,14,6,620,41.333333333333336,20,1
1.52974e+17,4.24339e+18,0,1,1,0,1,0,0,1,2,1,0,1,1,111327.827,4,2,1187,237.4,6,1
1.53323e+17,1.75747e+19,0,1,1,0,1,0,1,1,2,1,0,1,1,12334.843,0,0,0,0.0,0,0
1.53443e+17,6.07407e+18,0,1,1,0,1,0,1,1,2,1,0,1,1,129625.245,8,3,109,12.11111111111111,11,1
1.54879e+17,1.28224e+18,1,0,1,0,1,0,0,1,2,1,0,1,1,80722.38,15,4,69,4.3125,19,0
1.5515e+17,3.69957e+18,0,1,1,0,1,0,1,1,2,1,0,1,1,57248.1475,5,2,66,11.0,7,0
1.57053e+17,9.10832e+18,0,1,1,0,0,0,1,1,1,1,1,1,1,126228.8,475,51,51632,108.47058823529412,526,1
1.60035e+17,1.35305e+19,0,1,1,0,0,0,1,1,1,1,0,1,1,329271.863,38,9,2370,60.76923076923077,47,2
1.64238e+17,1.21917e+19,1,0,1,0,0,0,0,1,1,1,1,1,1,27653.111,23,11,2478,103.25,34,0
1.64847e+17,1.26148e+19,0,1,1,0,0,0,0,1,3,1,0,1,1,54602.961,12,5,60,4.615384615384615,17,0
1.64887e+17,8.73126e+18,0,0,1,0,0,0,0,1,3,1,0,1,1,47365.365,7,5,527,65.875,12,0
1.65819e+17,1.5197e+19,1,1,1,0,0,0,0,1,3,1,0,1,1,221882.367,48,14,404,8.244897959183673,62,1
1.66431e+17,8.10862e+18,1,0,1,0,0,0,0,1,3,1,1,1,1,34583.925,2,0,26,8.666666666666666,2,0
1.67032e+17,2.43138e+18,1,1,0,1,1,1,1,1,1,0,1,1,1,53665.263,10,6,1667,151.54545454545453,16,0
1.67284e+17,9.44695e+18,0,1,0,1,1,1,0,1,1,0,1,1,1,93040.4445,85,21,8238,95.79069767441861,106,0
1.68441e+17,2.4161e+18,1,0,0,1,1,1,0,1,1,0,1,1,1,18817.295,5,3,907,151.16666666666666,8,0
1.69524e+17,1.9192e+18,0,0,0,1,1,1,1,1,1,0,1,1,1,3485.78,1,0,16,8.0,1,0
1.69646e+17,7.92886e+18,0,0,0,1,1,1,1,1,1,0,0,1,1,7981.555,1,0,4,2.0,1,0
1.69988e+17,4.41886e+18,1,1,0,1,1,1,0,1,1,0,1,1,1,17750.35,9,7,80,8.0,16,0
1.71634e+17,1.73954e+19,1,1,0,1,1,1,1,1,1,0,1,1,1,96308.158,27,17,1051,37.535714285714285,44,1
1.7327e+17,7.38179e+18,0,0,0,1,1,1,0,1,1,0,0,1,1,40343.945,3,1,18,4.5,4,0
1.74075e+17,9.11485e+18,1,1,0,1,1,1,1,1,1,0,1,1,1,32749.117,2,1,544,181.33333333333334,3,0
1.7706e+17,1.77225e+18,0,1,0,1,1,1,1,1,1,0,0,1,1,357583.72,24,2,174,6.96,26,2
1.84705e+17,4.94293e+18,0,1,0,1,1,1,1,1,1,0,0,1,1,34105.198,25,8,465,17.884615384615383,33,0
1.85776e+17,2.53247e+18,1,1,0,1,0,1,1,2,3,1,1,1,1,124503.706,148,34,5698,38.241610738255034,182,1
1.88146e+17,6.97646e+18,0,0,0,1,0,1,0,2,3,1,1,1,1,10930.638,2,0,14,4.666666666666667,2,0
1.88637e+17,1.43907e+19,0,1,0,1,1,1,1,1,2,0,0,1,1,170604.151,11,1,120,10.0,12,1
1.90009e+17,2.44845e+18,0,1,0,1,1,1,0,1,2,0,1,1,1,112428.504,35,8,1426,39.611111111111114,43,1
1.9081e+17,1.46448e+19,1,1,0,1,1,1,0,1,2,0,1,1,1,111766.475,16,4,120,7.0588235294117645,20,1
1.91591e+17,1.30425e+19,0,1,0,1,1,1,0,1,2,0,0,1,1,11462.666,1,0,436,218.0,1,0
1.94275e+17,1.15129e+19,0,1,0,1,1,1,1,1,2,0,0,1,1,4749.958,1,0,5,2.5,1,0
2.0379e+17,1.47352e+19,1,1,0,1,1,1,1,1,2,0,0,1,1,93686.0785,48,13,1146,23.387755102040817,61,1
2.09385e+17,9.11604e+18,1,0,0,1,1,1,1,1,2,0,0,1,1,66129.81,9,5,2094,209.4,14,0
2.10954e+17,1.63859e+19,0,1,0,1,1,1,1,1,2,0,0,1,1,24521.379,7,2,49,6.125,9,0
2.12836e+17,2.85559e+18,1,0,1,0,1,1,1,2,1,1,1,1,1,115935.031,3,0,555,138.75,3,1
2.13498e+17,1.23894e+19,1,1,1,0,1,1,1,2,1,1,0,1,1,122038.771,17,7,739,41.05555555555556,24,1
2.1421e+17,1.62993e+19,1,1,1,0,1,1,1,2,1,1,1,1,1,73094.94,9,2,128,12.8,11,0
2.17161e+17,9.01744e+18,0,1,1,0,1,1,1,2,1,1,0,1,1,34148.965,11,8,355,29.583333333333332,19,0
2.17661e+17,1.21863e+18,0,1,1,0,1,1,1,2,1,1,0,1,1,28516.12,1,0,9,4.5,1,0
2.18499e+17,1.05721e+19,1,0,1,0,1,1,0,2,1,1,1,1,1,7669.535,1,0,751,375.5,1,0
2.19203e+17,1.41569e+19,0,0,1,0,1,1,1,2,1,1,0,1,1,61284.1055,6,2,146,20.857142857142858,8,0
2.2036e+17,5.47013e+18,0,0,1,0,1,1,0,2,1,1,0,1,1,228533.474,13,2,157,11.214285714285714,15,1
2.20564e+17,1.68188e+19,0,0,1,0,1,1,0,2,1,1,0,1,1,61983.709,11,9,39,3.25,20,0
2.21297e+17,2.08844e+18,0,1,1,0,0,0,0,1,3,1,0,1,1,67994.2355,5,1,921,153.5,6,0
2.23655e+17,5.15499e+18,0,0,1,0,0,0,0,1,3,1,0,1,1,37989.6,34,11,499,14.257142857142858,45,0
2.25322e+17,4.85005e+18,0,1,1,0,0,0,0,1,3,1,0,1,1,29218.2,30,15,715,23.06451612903226,45,0
2.26165e+17,1.59668e+19,1,1,1,0,0,0,1,1,3,1,1,1,1,67472.149,10,5,185,16.818181818181817,15,0
2.27401e+17,5.47938e+18,0,1,1,0,0,0,0,1,3,1,0,1,1,118850.928,48,16,980,20.0,64,1
2.27824e+17,1.65609e+19,0,1,1,0,0,0,0,1,3,1,0,1,1,51043.902,11,8,33,2.75,19,0
2.2791e+17,1.11496e+19,0,0,1,0,0,0,0,1,3,1,1,1,1,3106.941,1,0,492,246.0,1,0
2.32583e+17,1.16909e+19,0,1,1,0,0,0,0,1,3,1,0,1,1,331845.839,18,3,1482,78.0,21,2
2.37868e+17,4.07563e+18,1,0,1,0,1,0,1,2,2,1,1,1,1,60033.095,15,9,676,42.25,24,0
2.38879e+17,3.53663e+18,0,0,0,0,0,0,1,2,2,1,1,1,1,33059.316,3,1,30,7.5,4,0
2.40359e+17,1.28317e+18,0,1,0,0,0,0,0,2,2,1,1,1,1,3843.745,5,4,836,139.33333333333334,9,0
2.41028e+17,3.49349e+18,0,0,0,0,0,0,0,2,2,1,0,1,1,37636.983,11,8,133,11.083333333333334,19,0
2.41901e+17,4.27109e+18,0,1,0,0,0,0,1,2,2,1,0,1,1,256838.11,72,21,2260,30.958904109589042,93,2
2.43087e+17,3.61346e+18,1,0,0,0,0,0,0,2,2,1,1,1,1,98029.812,13,3,625,44.642857142857146,16,1
2.44009e+17,1.05014e+18,0,0,1,0,0,1,1,2,2,0,0,1,2,37091.804,7,2,425,53.125,9,0
2.45398e+17,1.70896e+19,0,1,1,0,0,1,0,2,2,0,0,1,2,27430.175,8,6,440,48.888888888888886,14,0
2.4588e+17,4.7122e+18,1,1,1,0,0,1,1,2,2,0,1,1,2,124771.404,20,6,853,40.61904761904762,26,1
2.48887e+17,2.34247e+18,1,1,1,0,0,1,1,2,2,0,1,1,2,31425.492,9,6,61,6.1,15,0
2.49747e+17,1.82743e+19,0,1,1,0,0,1,0,2,2,0,0,1,2,12767.5845,0,0,0,0.0,0,0
2.49975e+17,7.13288e+17,1,0,1,1,0,1,1,2,2,1,1,1,1,21905.746,2,0,62,20.666666666666668,2,0
2.52371e+17,1.69223e+19,0,1,1,1,0,1,0,2,2,1,1,1,1,27595.219,6,4,81,11.571428571428571,10,0
2.52534e+17,2.25568e+18,1,1,1,1,0,1,1,2,2,1,1,1,1,83237.066,117,19,637,5.398305084745763,136,0
2.53096e+17,3.38029e+18,0,1,1,1,0,1,0,2,2,1,0,1,1,160173.065,33,7,196,5.764705882352941,40,1
2.53769e+17,1.57153e+19,1,0,1,1,0,1,1,2,2,1,1,1,1,33616.951,8,6,192,21.333333333333332,14,0
2.53933e+17,1.81828e+19,0,0,1,1,0,1,1,2,2,1,0,1,1,68258.255,3,0,36,9.0,3,0
2.55723e+17,7.90937e+18,0,1,1,1,0,1,1,2,2,1,0,1,1,15417.698,1,0,12,6.0,1,0
2.58316e+17,1.65569e+19,0,0,1,1,0,1,0,2,2,1,1,1,1,120765.8845,9,1,89,8.9,10,1
2.5948e+17,1.77761e+19,0,0,1,1,0,1,1,2,2,1,0,1,1,153874.219,6,1,34,4.857142857142857,7,1
2.61343e+17,1.71727e+19,0,1,1,1,0,1,0,2,2,1,0,1,1,8987.526,4,2,343,68.6,6,0
2.63345e+17,8.35506e+18,1,0,1,1,0,1,0,2,2,1,0,1,1,19469.488,12,7,1058,81.38461538461539,19,0
2.66763e+17,1.02391e+19,1,1,0,1,1,0,1,1,1,1,1,1,1,38407.707,14,10,99,6.6,24,0
2.69074e+17,1.15291e+18,0,0,0,1,1,0,1,1,1,1,0,1,1,80117.8,7,2,309,38.625,9,0
2.69606e+17,2.0445e+18,0,1,0,1,1,0,1,1,1,1,0,1,1,33170.79,2,0,26,8.666666666666666,2,0
2.70004e+17,3.1361e+18,1,1,0,1,1,0,0,1,1,1,1,1,1,64473.7895,18,13,263,13.842105263157896,31,0
2.70154e+17,1.40092e+19,0,1,0,1,1,0,1,1,1,1,1,1,1,91030.855,9,1,246,24.6,10,0
2.75593e+17,8.08736e+18,1,0,0,1,1,0,0,1,1,1,1,1,1,24107.57,5,2,478,79.66666666666667,7,0
2.75681e+17,1.06094e+19,0,1,0,1,1,0,1,1,1,1,0,1,1,13855.805,1,0,18,9.0,1,0
2.76048e+17,9.86099e+18,1,1,0,1,1,0,1,1,1,1,1,1,1,27244.24,12,10,720,55.38461538461539,22,0
2.77571e+17,8.7999e+18,0,0,0,1,1,0,0,1,1,1,1,1,1,77743.249,4,0,48,9.6,4,0
2.79151e+17,2.15995e+18,1,1,0,1,1,0,1,1,1,1,1,1,1,222099.0465,129,53,7027,54.05384615384615,182,1
2.79341e+17,4.65308e+18,0,0,0,1,1,0,0,1,1,1,1,1,1,7613.826,2,0,2060,686.6666666666666,2,0
2.82363e+17,1.69962e+19,0,1,0,1,1,0,1,1,1,1,0,1,1,67095.867,9,3,45,4.5,12,0
2.86293e+17,3.37867e+18,0,0,1,0,0,1,1,2,2,1,0,1,1,10154.88,1,0,16,8.0,1,0
2.87642e+17,1.74739e+19,1,1,1,0,0,1,1,2,2,1,1,1,1,128649.11,18,4,101,5.315789473684211,22,1
2.88161e+17,9.68494e+18,0,0,1,0,0,1,0,2,2,1,0,1,1,130750.121,72,28,3345,45.821917808219176,100,1
2.89397e+17,8.9899e+18,1,1,1,0,0,1,1,2,2,1,0,1,1,94529.175,110,18,5998,54.03603603603604,128,1
2.90459e+17,4.34819e+18,0,0,1,0,0,1,1,2,2,1,0,1,1,33939.307,25,18,4382,168.53846153846155,43,0
2.91988e+17,2.26558e+18,0,0,1,0,0,1,0,2,2,1,0,1,1,83125.423,52,16,846,15.962264150943396,68,0
2.93616e+17,1.04983e+19,1,1,1,0,0,1,0,2,2,1,1,1,1,44906.719,160,37,9398,58.37267080745342,197,0
2.95284e+17,1.90258e+18,0,1,1,0,0,1,1,2,2,1,0,1,1,119132.7965,61,17,8781,141.6290322580645,78,1
2.96013e+17,9.97234e+18,0,1,1,0,0,1,0,2,2,1,0,1,1,27423.796,1,0,13,6.5,1,0
2.96433e+17,4.84284e+18,0,1,1,1,1,1,1,1,1,1,0,1,2,19327.0935,1,1,126,63.0,2,0
2.96668e+17,2.50196e+18,0,1,1,1,1,1,0,1,1,1,0,1,2,206699.2815,29,10,316,10.533333333333333,39,1
2.99868e+17,1.59831e+19,1,1,1,1,1,1,1,1,1,1,1,1,2,33613.661,17,7,50,2.7777777777777777,24,0
2.99907e+17,1.67221e+17,1,1,1,1,1,1,1,1,1,1,1,1,2,24013.284,45,12,1251,27.195652173913043,57,0
3.00789e+17,4.84918e+18,0,0,1,1,1,1,1,1,1,1,0,1,2,19978.548,1,0,12,6.0,1,0
3.00876e+17,1.51764e+19,0,1,1,1,1,1,0,1,1,1,0,1,2,79500.135,8,2,37,4.111111111111111,10,0
3.01253e+17,3.28809e+18,1,0,1,1,1,1,1,1,1,1,0,1,2,29764.005,35,11,3253,90.36111111111111,46,0
3.02705e+17,1.09069e+19,1,1,1,1,1,1,0,1,1,1,1,1,2,7444.205,1,0,2,1.0,1,0
3.0345e+17,5.06839e+18,1,1,1,1,1,1,0,1,1,1,0,1,2,22050.29,2,0,14,4.666666666666667,2,0
3.0481e+17,9.61379e+17,0,1,0,0,0,1,1,2,2,1,1,1,1,281230.77,22,5,234,10.173913043478262,27,2
