pet_id,customer_id,wet_food_order_number,pet_has_active_subscription,pet_food_tier,pet_allergen_list,pet_fav_flavour_list,pet_health_issue_list,neutered,gender,pet_breed_size,signup_promo,ate_wet_food_pre_tails,dry_food_brand_pre_tails,pet_life_stage_at_order,total_order_kcal,total_web_sessions,total_web_sessions_since_last_order,total_minutes_on_website
5.78273E+16,6.89858E+18,0,3,mid,,,joints,3,male,large,Search Generic,3,Harringtons,senior,70247.902,9,4,462
5.87057E+16,4.67366E+18,1,4,superpremium,,,skin and coat,0,female,medium,Refer a Friend,4,Wainwright's,half_maturity,120374.877,32,12,1856
6.00421E+16,2.58537E+18,0,6,superpremium,,,skin and coat,0,female,medium,Refer a Friend,6,Wainwright's,half_maturity,239003.085,11,2,85
6.17159E+16,1.52993E+18,1,1,superpremium,,,skin and coat,0,female,medium,Refer a Friend,1,Wainwright's,half_maturity,6015.216,1,0,19
6.1818E+16,3.76343E+18,0,2,superpremium,,,skin and coat,0,female,medium,Refer a Friend,2,Wainwright's,half_maturity,18519.805,7,4,29
6.68004E+16,4.544E+18,0,6,superpremium,,,skin and coat,6,female,medium,Refer a Friend,6,Wainwright's,half_maturity,58040.875,61,15,4297
6.71018E+16,6.88615E+18,18,5,superpremium,,,skin and coat,5,female,medium,Refer a Friend,5,Wainwright's,half_maturity,223260.1,68,14,4098
6.77828E+16,5.48682E+18,0,0,superpremium,,,skin and coat,0,female,medium,Refer a Friend,0,Wainwright's,half_maturity,9313.161,3,1,18
6.88898E+16,1.41635E+19,0,0,superpremium,,,,4,female,toy,Null & Default,0,Iams,half_maturity,44117.852,9,2,39
6.91224E+16,6.55779E+18,0,13,superpremium,,,,0,female,toy,Null & Default,0,Iams,half_maturity,853957.317,107,12,672
6.92371E+16,2.47683E+17,0,0,superpremium,,,,2,female,toy,Null & Default,0,Iams,half_maturity,19153.717,3,1,28
7.23037E+16,6.53904E+18,1,0,superpremium,,,,0,female,toy,Refer a Friend,2,Hills Science Plan,mature,15162.596,7,5,363
7.36391E+16,7.69918E+18,0,5,superpremium,,,,0,female,toy,Refer a Friend,5,Hills Science Plan,mature,39397.3065,30,7,5335
7.49695E+16,1.59455E+18,0,5,superpremium,,,,0,female,toy,Refer a Friend,0,Hills Science Plan,mature,23721.884,13,4,80
7.61844E+16,1.31149E+19,0,2,superpremium,,,,0,female,toy,Refer a Friend,2,Hills Science Plan,mature,32111.685,5,3,39
7.67307E+16,5.86171E+18,0,0,superpremium,beef dairy egg grain maize soya wheat,Chicken Fish,"digestion, skin and coat",0,female,small,Search Generic,0,,mature,9034.18,1,0,19
7.96105E+16,1.28696E+19,0,0,superpremium,beef dairy egg grain maize soya wheat,Chicken Fish,"digestion, skin and coat",1,female,small,Search Generic,0,,mature,10841.505,1,0,16
8.01161E+16,1.49967E+19,15,10,superpremium,beef dairy egg grain maize soya wheat,Chicken Fish,"digestion, skin and coat",0,female,small,Search Generic,10,,mature,643885.499,153,27,1715
8.1857E+16,4.39284E+18,0,11,superpremium,beef dairy egg soya wheat,,skin and coat,0,male,large,Events,0,Wainwright's,mature,264568.065,20,4,107
8.43452E+16,1.80742E+19,0,2,superpremium,beef dairy egg soya wheat,,skin and coat,0,male,large,Events,0,Wainwright's,mature,39880.261,4,2,66
8.48448E+16,1.1474E+19,33,0,superpremium,beef dairy egg soya wheat,,skin and coat,6,male,large,Events,6,Wainwright's,mature,180091.48,199,50,12881
8.73687E+16,1.02791E+19,0,3,superpremium,beef dairy egg soya wheat,,skin and coat,3,male,large,Events,0,Wainwright's,mature,84662.96,7,2,70
8.78893E+16,8.62905E+17,0,1,superpremium,beef dairy egg soya wheat,,skin and coat,1,male,large,Events,0,Wainwright's,mature,9388.69,1,0,19
8.81199E+16,1.04839E+19,0,0,superpremium,beef dairy egg soya wheat,,skin and coat,0,male,large,Events,0,Wainwright's,mature,13936.975,2,0,24
8.83369E+16,8.69332E+17,0,2,superpremium,beef dairy egg soya wheat,,skin and coat,0,male,large,Events,0,Wainwright's,mature,25250.676,4,2,13
8.85538E+16,1.18959E+19,0,3,superpremium,,,skin and coat,3,male,small,Digital Display,0,,mature,48897.82,6,2,60
8.90791E+16,1.38563E+19,0,0,superpremium,,,skin and coat,0,male,small,Digital Display,0,,mature,219999.513,68,15,2692
8.93751E+16,6.47326E+18,15,5,superpremium,,,skin and coat,5,male,small,Digital Display,0,,mature,112542.318,23,7,176
9.46811E+16,8.55733E+18,0,6,superpremium,,,skin and coat,6,male,small,Digital Display,0,,mature,223485.046,51,15,242
9.5156E+16,1.95892E+18,15,0,superpremium,,,skin and coat,0,male,small,Digital Display,0,,mature,56766.683,15,3,114
9.77366E+16,4.78052E+18,0,0,superpremium,,,skin and coat,0,male,small,Digital Display,0,,mature,44483.305,2,1,27
9.86733E+16,5.8146E+17,0,0,superpremium,beef dairy egg soya wheat,Chicken Fish Lamb,digestion,0,male,large,Search Brand,0,Other / Autres,mature,43098.903,43,9,4879
1.03635E+17,1.36116E+19,0,2,superpremium,beef dairy egg soya wheat,Chicken Fish Lamb,digestion,0,male,large,Search Brand,0,Other / Autres,mature,65521.152,2,0,42
1.05351E+17,1.39598E+19,0,7,superpremium,beef dairy egg soya wheat,Chicken Fish Lamb,digestion,0,male,large,Search Brand,0,Other / Autres,mature,234472.8455,49,10,2590
1.05886E+17,8.8866E+18,0,5,mid,beef dairy egg soya wheat,Beef Chicken,"digestion, skin and coat",5,male,small,Search Brand,5,Harringtons,mature,157474.147,35,13,2582
1.0647E+17,1.32066E+19,0,1,mid,beef dairy egg soya wheat,Beef Chicken,"digestion, skin and coat",1,male,small,Search Brand,0,Harringtons,mature,35471.883,1,0,373
1.07206E+17,1.96406E+18,0,4,superpremium,,Beef Fish,,0,male,small,Inserts,0,,mature,22671.858,35,16,2081
1.08563E+17,2.58336E+18,0,2,superpremium,,Beef Fish,,0,male,small,Inserts,0,,mature,76038.923,2,0,22
1.11269E+17,2.60068E+17,0,3,superpremium,,Beef Fish,,0,male,small,Inserts,0,,mature,32365.894,11,4,594
1.14415E+17,7.23412E+18,0,4,superpremium,,Beef Fish,,0,male,small,Inserts,0,,mature,78041.3995,21,9,112
1.15955E+17,3.37856E+18,3,2,superpremium,,Beef Fish,,0,male,small,Inserts,2,,mature,41544.097,3,1,35
1.16098E+17,3.14738E+18,0,0,premium,,,,2,male,small,Incompletes,0,Dr John,mature,36449.363,4,2,272
1.1627E+17,9.9213E+18,15,0,premium,,,,0,male,small,Incompletes,5,Dr John,mature,37994.53,61,19,3158
1.1767E+17,4.11425E+18,0,0,premium,,,,0,male,small,Incompletes,0,Dr John,mature,43689.4595,1,0,21
1.1801E+17,1.62161E+19,0,0,premium,,,,0,male,small,Incompletes,0,Dr John,mature,305736.0265,20,8,33
1.18673E+17,1.50787E+19,0,1,premium,,,,0,male,small,Incompletes,0,Dr John,mature,16544.949,1,0,13
1.2064E+17,2.95398E+18,0,2,premium,,,,0,male,small,Incompletes,2,Dr John,mature,8719.727,2,0,20
1.23062E+17,1.00863E+19,0,0,premium,,,,0,male,small,Incompletes,0,Dr John,mature,154655.989,7,2,90
1.24717E+17,5.87826E+18,0,0,premium,,,,0,male,small,Incompletes,0,Dr John,mature,22680.5965,7,4,308
1.273E+17,9.50642E+18,0,0,premium,,,,2,male,small,Incompletes,2,Dr John,mature,7418.37,6,3,29
1.27474E+17,5.1475E+17,21,6,premium,,,,6,male,small,Incompletes,6,Dr John,mature,145989.155,73,20,5018
1.29373E+17,1.38907E+18,0,0,premium,,,,0,male,small,Incompletes,1,Dr John,mature,3099.815,1,0,14
1.30501E+17,1.13141E+19,1,1,premium,,,,0,male,small,Incompletes,1,Dr John,mature,22397.5595,1,0,15
1.30992E+17,6.10277E+18,0,1,mid,beef dairy egg soya wheat,,skin and coat,0,female,small,Incompletes,0,Tesco Premium,senior,21574.758,1,0,9
1.33869E+17,3.65494E+18,0,3,mid,beef dairy egg soya wheat,,skin and coat,0,female,small,Incompletes,0,Tesco Premium,senior,45637.53,7,5,3
1.33994E+17,1.49966E+19,0,2,mid,beef dairy egg soya wheat,,skin and coat,0,female,small,Incompletes,2,Tesco Premium,senior,68801.147,4,2,72
1.34718E+17,1.32579E+18,0,2,mid,beef dairy egg soya wheat,,skin and coat,2,female,small,Incompletes,2,Tesco Premium,senior,30386.925,7,5,252
1.34736E+17,1.63577E+19,0,0,mid,beef dairy egg soya wheat,,skin and coat,0,female,small,Incompletes,0,Tesco Premium,senior,23284.45,3,3,4
1.39174E+17,1.35241E+19,3,3,mid,beef dairy egg soya wheat,,skin and coat,0,female,small,Incompletes,3,Tesco Premium,senior,50707.192,17,8,98
1.39356E+17,1.09525E+19,10,0,mid,beef dairy egg soya wheat,,skin and coat,4,female,small,Incompletes,0,Tesco Premium,senior,134563.5595,19,7,99
1.39953E+17,4.22172E+18,0,0,premium,,Chicken,,0,male,medium,Affiliates,2,Dr John,mature,31133.856,2,0,12
1.40512E+17,6.01013E+18,45,9,premium,,Chicken,,9,male,medium,Affiliates,9,Dr John,mature,114953.94,80,14,804
1.43211E+17,1.82944E+19,0,1,premium,,Chicken,,0,male,medium,Affiliates,0,Dr John,mature,10417.785,1,0,9
1.43823E+17,1.6062E+18,0,10,premium,,Chicken,,0,male,medium,Affiliates,0,Dr John,mature,87066.294,262,42,44870
1.44509E+17,1.2212E+19,3,2,premium,,Chicken,,0,male,medium,Affiliates,2,Dr John,mature,73366.917,2,0,24
1.47127E+17,4.93757E+18,0,3,premium,,Chicken,,3,male,medium,Affiliates,0,Dr John,mature,93059.248,20,12,576
1.47774E+17,5.63989E+18,0,7,premium,,Chicken,,0,male,medium,Affiliates,0,Dr John,mature,46763.865,103,28,1348
1.50794E+17,5.19854E+18,21,7,premium,,Chicken,,0,male,medium,Affiliates,7,Dr John,mature,250444.7105,188,45,3837
1.51196E+17,3.50565E+18,0,4,premium,,Chicken,,4,male,medium,Affiliates,0,Dr John,mature,44292.407,35,16,11246
1.52425E+17,1.22693E+19,0,0,premium,,Chicken,,5,male,medium,Affiliates,0,Dr John,mature,158666.945,14,6,620
1.52974E+17,4.24339E+18,0,2,premium,,Chicken,,0,male,medium,Affiliates,0,Dr John,mature,111327.827,4,2,1187
1.53323E+17,1.75747E+19,0,1,premium,,Chicken,,1,male,medium,Affiliates,0,Dr John,mature,12334.843,0,0,0
1.53443E+17,6.07407E+18,0,3,premium,,Chicken,,3,male,medium,Affiliates,0,Dr John,mature,129625.245,8,3,109
1.54879E+17,1.28224E+18,10,0,premium,,Chicken,,0,male,medium,Affiliates,0,Dr John,mature,80722.38,15,4,69
1.5515E+17,3.69957E+18,0,3,premium,,Chicken,,3,male,medium,Affiliates,0,Dr John,mature,57248.1475,5,2,66
1.57053E+17,9.10832E+18,0,12,premium,,,,12,male,small,Social Marketing,12,Harringtons,half_maturity,126228.8,475,51,51632
1.60035E+17,1.35305E+19,0,7,premium,,,,7,male,small,Social Marketing,0,Harringtons,half_maturity,329271.863,38,9,2370
1.64238E+17,1.21917E+19,3,0,premium,,,,0,male,small,Social Marketing,3,Harringtons,half_maturity,27653.111,23,11,2478
1.64847E+17,1.26148E+19,0,3,superpremium,,,,0,male,toy,Incompletes,0,Royal Canin Breed Specific,mature,54602.961,12,5,60
1.64887E+17,8.73126E+18,0,0,superpremium,,,,0,male,toy,Incompletes,0,Royal Canin Breed Specific,mature,47365.365,7,5,527
1.65819E+17,1.5197E+19,1,8,superpremium,,,,0,male,toy,Incompletes,0,Royal Canin Breed Specific,mature,221882.367,48,14,404
1.66431E+17,8.10862E+18,3,0,superpremium,,,,0,male,toy,Incompletes,2,Royal Canin Breed Specific,mature,34583.925,2,0,26
1.67032E+17,2.43138E+18,3,2,mid,grain maize wheat,Beef Chicken,skin and coat,2,male,small,Null & Default,2,Bakers,mature,53665.263,10,6,1667
1.67284E+17,9.44695E+18,0,6,mid,grain maize wheat,Beef Chicken,skin and coat,0,male,small,Null & Default,6,Bakers,mature,93040.4445,85,21,8238
1.68441E+17,2.4161E+18,3,0,mid,grain maize wheat,Beef Chicken,skin and coat,0,male,small,Null & Default,2,Bakers,mature,18817.295,5,3,907
1.69524E+17,1.9192E+18,0,0,mid,grain maize wheat,Beef Chicken,skin and coat,1,male,small,Null & Default,1,Bakers,mature,3485.78,1,0,16
1.69646E+17,7.92886E+18,0,0,mid,grain maize wheat,Beef Chicken,skin and coat,1,male,small,Null & Default,0,Bakers,mature,7981.555,1,0,4
1.69988E+17,4.41886E+18,3,2,mid,grain maize wheat,Beef Chicken,skin and coat,0,male,small,Null & Default,2,Bakers,mature,17750.35,9,7,80
1.71634E+17,1.73954E+19,6,3,mid,grain maize wheat,Beef Chicken,skin and coat,3,male,small,Null & Default,3,Bakers,mature,96308.158,27,17,1051
1.7327E+17,7.38179E+18,0,0,mid,grain maize wheat,Beef Chicken,skin and coat,0,male,small,Null & Default,0,Bakers,mature,40343.945,3,1,18
1.74075E+17,9.11485E+18,1,1,mid,grain maize wheat,Beef Chicken,skin and coat,1,male,small,Null & Default,1,Bakers,mature,32749.117,2,1,544
1.7706E+17,1.77225E+18,0,12,mid,grain maize wheat,Beef Chicken,skin and coat,12,male,small,Null & Default,0,Bakers,mature,357583.72,24,2,174
1.84705E+17,4.94293E+18,0,4,mid,grain maize wheat,Beef Chicken,skin and coat,4,male,small,Null & Default,0,Bakers,mature,34105.198,25,8,465
1.85776E+17,2.53247E+18,28,7,mid,grain,,digestion,7,female,large,Events,7,Harringtons,mature,124503.706,148,34,5698
1.88146E+17,6.97646E+18,0,0,mid,grain,,digestion,0,female,large,Events,2,Harringtons,mature,10930.638,2,0,14
1.88637E+17,1.43907E+19,0,7,mid,dairy egg fish soya wheat,Lamb,"digestion, skin and coat",7,male,medium,Null & Default,0,Asda Hero,mature,170604.151,11,1,120
1.90009E+17,2.44845E+18,0,8,mid,dairy egg fish soya wheat,Lamb,"digestion, skin and coat",0,male,medium,Null & Default,8,Asda Hero,mature,112428.504,35,8,1426
1.9081E+17,1.46448E+19,28,7,mid,dairy egg fish soya wheat,Lamb,"digestion, skin and coat",0,male,medium,Null & Default,7,Asda Hero,mature,111766.475,16,4,120
1.91591E+17,1.30425E+19,0,1,mid,dairy egg fish soya wheat,Lamb,"digestion, skin and coat",0,male,medium,Null & Default,0,Asda Hero,mature,11462.666,1,0,436
1.94275E+17,1.15129E+19,0,1,mid,dairy egg fish soya wheat,Lamb,"digestion, skin and coat",1,male,medium,Null & Default,0,Asda Hero,mature,4749.958,1,0,5
2.0379E+17,1.47352E+19,3,6,mid,dairy egg fish soya wheat,Lamb,"digestion, skin and coat",6,male,medium,Null & Default,0,Asda Hero,mature,93686.0785,48,13,1146
2.09385E+17,9.11604E+18,3,0,mid,dairy egg fish soya wheat,Lamb,"digestion, skin and coat",2,male,medium,Null & Default,0,Asda Hero,mature,66129.81,9,5,2094
2.10954E+17,1.63859E+19,0,3,mid,dairy egg fish soya wheat,Lamb,"digestion, skin and coat",3,male,medium,Null & Default,0,Asda Hero,mature,24521.379,7,2,49
2.12836E+17,2.85559E+18,6,0,premium,,Beef Fish,joints,3,female,small,Events,3,Harringtons,mature,115935.031,3,0,555
2.13498E+17,1.23894E+19,6,4,premium,,Beef Fish,joints,4,female,small,Events,0,Harringtons,mature,122038.771,17,7,739
2.1421E+17,1.62993E+19,10,4,premium,,Beef Fish,joints,4,female,small,Events,4,Harringtons,mature,73094.94,9,2,128
2.17161E+17,9.01744E+18,0,2,premium,,Beef Fish,joints,2,female,small,Events,0,Harringtons,mature,34148.965,11,8,355
2.17661E+17,1.21863E+18,0,1,premium,,Beef Fish,joints,1,female,small,Events,0,Harringtons,mature,28516.12,1,0,9
2.18499E+17,1.05721E+19,1,0,premium,,Beef Fish,joints,0,female,small,Events,1,Harringtons,mature,7669.535,1,0,751
2.19203E+17,1.41569E+19,0,0,premium,,Beef Fish,joints,2,female,small,Events,0,Harringtons,mature,61284.1055,6,2,146
2.2036E+17,5.47013E+18,0,0,premium,,Beef Fish,joints,0,female,small,Events,0,Harringtons,mature,228533.474,13,2,157
2.20564E+17,1.68188E+19,0,0,premium,,Beef Fish,joints,0,female,small,Events,0,Harringtons,mature,61983.709,11,9,39
2.21297E+17,2.08844E+18,0,3,superpremium,,,,0,male,toy,Incompletes,0,Royal Canin,half_maturity,67994.2355,5,1,921
2.23655E+17,5.15499E+18,0,0,superpremium,,,,0,male,toy,Incompletes,0,Royal Canin,half_maturity,37989.6,34,11,499
2.25322E+17,4.85005E+18,0,4,superpremium,,,,0,male,toy,Incompletes,0,Royal Canin,half_maturity,29218.2,30,15,715
2.26165E+17,1.59668E+19,3,3,superpremium,,,,3,male,toy,Incompletes,3,Royal Canin,half_maturity,67472.149,10,5,185
2.27401E+17,5.47938E+18,0,5,superpremium,,,,0,male,toy,Incompletes,0,Royal Canin,half_maturity,118850.928,48,16,980
2.27824E+17,1.65609E+19,0,2,superpremium,,,,0,male,toy,Incompletes,0,Royal Canin,half_maturity,51043.902,11,8,33
2.2791E+17,1.11496E+19,0,0,superpremium,,,,0,male,toy,Incompletes,1,Royal Canin,half_maturity,3106.941,1,0,492
2.32583E+17,1.16909E+19,0,7,superpremium,,,,0,male,toy,Incompletes,0,Royal Canin,half_maturity,331845.839,18,3,1482
2.37868E+17,4.07563E+18,3,0,superpremium,,Beef Fish Lamb,,3,female,medium,Affiliates,3,Royal Canin,mature,60033.095,15,9,676
2.38879E+17,3.53663E+18,0,0,mid,,,,2,female,medium,Search Generic,2,Chudleys,mature,33059.316,3,1,30
2.40359E+17,1.28317E+18,0,1,mid,,,,0,female,medium,Search Generic,1,Chudleys,mature,3843.745,5,4,836
2.41028E+17,3.49349E+18,0,0,mid,,,,0,female,medium,Search Generic,0,Chudleys,mature,37636.983,11,8,133
2.41901E+17,4.27109E+18,0,8,mid,,,,8,female,medium,Search Generic,0,Chudleys,mature,256838.11,72,21,2260
2.43087E+17,3.61346E+18,8,0,mid,,,,0,female,medium,Search Generic,3,Chudleys,mature,98029.812,13,3,625
2.44009E+17,1.05014E+18,0,0,superpremium,,,joints,3,female,medium,Null & Default,0,Royal Canin Veterinary Diet,senior,37091.804,7,2,425
2.45398E+17,1.70896E+19,0,2,superpremium,,,joints,0,female,medium,Null & Default,0,Royal Canin Veterinary Diet,senior,27430.175,8,6,440
2.4588E+17,4.7122E+18,15,6,superpremium,,,joints,6,female,medium,Null & Default,6,Royal Canin Veterinary Diet,senior,124771.404,20,6,853
2.48887E+17,2.34247E+18,3,2,superpremium,,,joints,2,female,medium,Null & Default,2,Royal Canin Veterinary Diet,senior,31425.492,9,6,61
2.49747E+17,1.82743E+19,0,1,superpremium,,,joints,0,female,medium,Null & Default,0,Royal Canin Veterinary Diet,senior,12767.5845,0,0,0
2.49975E+17,7.13288E+17,3,0,superpremium,grain,,digestion,2,female,medium,Search Generic,2,Royal Canin,mature,21905.746,2,0,62
2.52371E+17,1.69223E+19,0,2,superpremium,grain,,digestion,0,female,medium,Search Generic,2,Royal Canin,mature,27595.219,6,4,81
2.52534E+17,2.25568E+18,29,7,superpremium,grain,,digestion,7,female,medium,Search Generic,7,Royal Canin,mature,83237.066,117,19,637
2.53096E+17,3.38029E+18,0,6,superpremium,grain,,digestion,0,female,medium,Search Generic,0,Royal Canin,mature,160173.065,33,7,196
2.53769E+17,1.57153E+19,3,0,superpremium,grain,,digestion,2,female,medium,Search Generic,2,Royal Canin,mature,33616.951,8,6,192
2.53933E+17,1.81828E+19,0,0,superpremium,grain,,digestion,3,female,medium,Search Generic,0,Royal Canin,mature,68258.255,3,0,36
2.55723E+17,7.90937E+18,0,1,superpremium,grain,,digestion,1,female,medium,Search Generic,0,Royal Canin,mature,15417.698,1,0,12
2.58316E+17,1.65569E+19,0,0,superpremium,grain,,digestion,0,female,medium,Search Generic,5,Royal Canin,mature,120765.8845,9,1,89
2.5948E+17,1.77761E+19,0,0,superpremium,grain,,digestion,4,female,medium,Search Generic,0,Royal Canin,mature,153874.219,6,1,34
2.61343E+17,1.71727E+19,0,2,superpremium,grain,,digestion,0,female,medium,Search Generic,0,Royal Canin,mature,8987.526,4,2,343
2.63345E+17,8.35506E+18,3,0,superpremium,grain,,digestion,0,female,medium,Search Generic,0,Royal Canin,mature,19469.488,12,7,1058
2.66763E+17,1.02391E+19,6,3,mid,grain maize wheat,Beef Chicken,,3,male,small,Digital Display,3,Lifestage from Jollyes,mature,38407.707,14,10,99
2.69074E+17,1.15291E+18,0,0,mid,grain maize wheat,Beef Chicken,,5,male,small,Digital Display,0,Lifestage from Jollyes,mature,80117.8,7,2,309
2.69606E+17,2.0445E+18,0,2,mid,grain maize wheat,Beef Chicken,,2,male,small,Digital Display,0,Lifestage from Jollyes,mature,33170.79,2,0,26
2.70004E+17,3.1361E+18,3,3,mid,grain maize wheat,Beef Chicken,,0,male,small,Digital Display,3,Lifestage from Jollyes,mature,64473.7895,18,13,263
2.70154E+17,1.40092E+19,0,6,mid,grain maize wheat,Beef Chicken,,6,male,small,Digital Display,6,Lifestage from Jollyes,mature,91030.855,9,1,246
2.75593E+17,8.08736E+18,3,0,mid,grain maize wheat,Beef Chicken,,0,male,small,Digital Display,2,Lifestage from Jollyes,mature,24107.57,5,2,478
2.75681E+17,1.06094E+19,0,1,mid,grain maize wheat,Beef Chicken,,1,male,small,Digital Display,0,Lifestage from Jollyes,mature,13855.805,1,0,18
2.76048E+17,9.86099E+18,1,2,mid,grain maize wheat,Beef Chicken,,2,male,small,Digital Display,2,Lifestage from Jollyes,mature,27244.24,12,10,720
2.77571E+17,8.7999E+18,0,0,mid,grain maize wheat,Beef Chicken,,0,male,small,Digital Display,4,Lifestage from Jollyes,mature,77743.249,4,0,48
